Bank,FIPSStateNumericCode,FIPSCountyCode,CoreBasedStatisticalAreaCode,CensusTractIdentifier,CensusTractMinorityRatioPercent,CensusTractMedFamIncomeAmount,LocalAreaMedianIncomeAmount,TotalMonthlyIncomeAmount,HUDMedianIncomeAmount,LoanAcquisitionActualUPBAmt,LTVRatioPercent,LoanPurposeType,MortgageType,ScheduledTotalPaymentCount,LoanAmortizationMaxTermMonths,MortgageLoanSellerInstType,BorrowerCount,BorrowerFirstTimeHomebuyer,Borrower1Race1Type,Borrower2Race1Type,Borrower1GenderType,Borrower2GenderType,Borrower1AgeAtApplicationYears,Borrower2AgeAtApplicationYears,PropertyUsageType,PropertyUnitCount,NoteRatePercent,NoteAmount,HousingExpenseRatioPercent,TotalDebtExpenseRatioPercent,Borrower1CreditScoreValue,Borrower2CreditScoreValue,PMICoveragePercent,EmploymentBorrowerSelfEmployed,PropertyType,MarginRatePercent,Borrower1EthnicityType,Borrower2EthnicityType,HOEPALoanStatusType
1.0,49.0,44.0,471.0,4856.0,4.242,151094,76163,5964,82300,158732,80.0,1,0,360,360,1,2,0,0,5,1,2,29,26,1,1,3.8,158732,20.64,39.25,0,0,0.0,1,0.0,1.0,2,2,2
4.0,16.0,52.0,371.0,4169.0,16.3,82820,77634,4897,82400,145000,79.0,6,0,180,180,1,1,0,0,8,1,4,37,998,1,1,3.875,145000,33.72,40.6,0,1,0.0,0,6.0,1.0,2,5,2
4.0,16.0,97.0,722.0,313.0,8.889,84338,69072,7332,75400,166250,95.0,1,0,360,360,1,1,0,0,8,2,4,32,998,1,1,4.25,166250,16.98,34.92,0,1,30.0,0,0.0,1.0,2,5,2
9.0,43.0,13.0,50.0,11342.0,64.45,59668,86307,5829,95900,132000,66.0,6,0,360,360,1,1,0,0,8,1,4,52,998,1,1,4.875,132000,22.31,44.36,0,1,0.0,0,6.0,1.0,1,5,2
1.0,49.0,9.0,29.0,2625.0,5.562,66210,77809,5893,83800,139650,95.0,1,0,360,360,1,1,1,0,8,1,4,22,998,1,1,3.75,139650,16.93,24.69,0,1,30.0,0,0.0,1.0,2,5,2
9.0,13.0,55.0,140.0,10857.0,25.709,110104,81266,13562,87400,158380,78.0,2,0,360,360,1,1,0,0,8,1,4,62,998,1,1,4.875,158575,15.16,19.07,0,1,0.0,0,5.0,1.0,2,5,2
1.0,13.0,66.0,630.0,7814.0,4.936,112837,75382,4736,81200,123888,100.0,1,3,360,360,1,1,1,0,8,2,4,37,998,1,1,4.625,123888,21.96,36.6,0,1,0.0,0,0.0,1.0,2,5,2
1.0,13.0,91.0,690.0,516.0,22.666,87863,77107,8496,76400,134676,92.0,6,2,360,360,1,2,0,0,5,1,2,30,31,1,1,3.75,134676,11.3,17.32,0,1,0.0,0,6.0,1.0,2,2,2
4.0,16.0,67.0,371.0,4958.0,5.071,96838,77634,14410,82400,140000,74.0,6,0,240,240,1,2,0,0,5,1,1,61,62,1,1,3.875,140000,8.84,13.5,0,1,0.0,0,0.0,1.0,2,2,2
1.0,49.0,32.0,794.0,4968.0,3.074,61848,64707,7888,68400,123000,69.0,6,0,180,180,1,2,0,0,5,1,2,63,60,1,1,3.25,123000,15.36,33.22,0,0,0.0,0,0.0,1.0,2,2,2
1.0,49.0,0.0,794.0,11350.0,6.587,45703,64707,13424,68400,155200,80.0,6,0,360,360,1,2,0,0,5,2,1,45,45,1,1,3.75,155200,7.86,24.63,0,1,0.0,1,0.0,1.0,2,2,2
1.0,49.0,25.0,576.0,11506.0,1.449,62723,64707,6502,68400,160000,80.0,6,0,360,360,1,1,0,0,8,1,4,57,998,1,1,3.75,160000,16.43,26.86,0,1,0.0,0,0.0,1.0,2,5,2
4.0,15.0,9.0,24.0,2638.0,7.972,79340,84479,9990,74600,123500,95.0,1,0,360,360,1,2,1,0,5,1,2,33,32,1,1,3.75,123500,8.48,33.63,0,0,35.0,0,0.0,1.0,2,2,2
4.0,15.0,40.0,794.0,4716.0,3.65,63333,66938,4221,69400,123500,95.0,1,0,360,360,1,1,0,0,8,1,4,46,998,1,1,4.25,123500,23.61,28.89,0,1,35.0,0,0.0,1.0,2,5,2
1.0,49.0,23.0,253.0,3657.0,2.851,77419,71680,7554,75300,152370,51.0,2,0,360,360,1,2,0,0,5,1,2,38,37,1,1,3.5,152370,13.73,18.12,0,1,0.0,0,0.0,1.0,2,2,2
9.0,15.0,58.0,344.0,1639.0,12.167,113348,86983,5460,90700,177731,51.0,6,0,360,360,1,1,0,0,8,1,4,62,998,1,1,3.75,178000,21.62,21.62,0,1,0.0,0,6.0,1.0,2,5,2
4.0,15.0,40.0,794.0,4723.0,3.014,82863,66938,5914,69400,173600,80.0,6,0,360,360,1,2,0,0,5,1,2,75,65,1,1,3.875,173600,17.31,31.55,0,0,0.0,0,0.0,1.0,2,2,2
4.0,15.0,16.0,123.0,11497.0,3.861,79204,73897,7766,75000,129510,90.0,1,0,360,360,1,2,0,0,5,2,1,30,30,1,1,3.625,129510,12.33,23.39,0,0,25.0,0,0.0,1.0,2,2,2
4.0,25.0,14.0,581.0,11357.0,4.362,47644,51526,7243,55200,149500,80.0,2,0,360,360,1,2,0,0,5,1,2,42,47,1,1,4.5,149500,10.46,19.67,0,0,0.0,0,0.0,1.0,2,2,2
4.0,25.0,19.0,121.0,10926.0,2.904,70556,60297,10935,63600,159000,80.0,2,0,240,240,1,2,0,0,5,1,2,46,41,1,1,4.0,159000,11.71,15.3,0,0,0.0,0,0.0,1.0,2,2,2
4.0,25.0,14.0,581.0,11344.0,5.522,43917,51526,5702,55200,169000,68.0,6,0,360,360,1,1,0,0,8,2,4,38,998,1,1,3.75,169000,18.33,34.8,0,1,0.0,0,0.0,1.0,2,5,2
9.0,43.0,103.0,639.0,6632.0,35.569,84295,66594,4943,71000,138750,75.0,6,0,360,360,1,1,0,0,8,1,4,46,998,1,1,5.0,138750,23.8,35.98,0,1,0.0,0,6.0,1.0,1,5,2
1.0,49.0,77.0,543.0,330.0,4.155,79508,71833,6268,80800,162600,87.0,2,0,360,360,1,2,0,0,5,1,2,62,58,1,1,3.5,162600,18.62,28.43,0,0,25.0,1,0.0,1.0,2,2,2
4.0,25.0,82.0,794.0,8416.0,4.009,42523,51526,9332,55200,152000,60.0,6,0,360,360,1,2,0,0,5,1,2,40,31,1,1,4.0,152000,11.17,18.62,0,0,0.0,0,0.0,1.0,2,2,2
4.0,3.0,35.0,60.0,8486.0,7.152,49015,51585,7800,52100,165027,62.0,2,0,240,240,1,1,0,0,8,1,4,41,998,1,1,3.75,165027,13.91,24.8,0,1,0.0,0,0.0,1.0,2,5,2
4.0,25.0,52.0,767.0,4853.0,4.361,57639,51526,7548,55200,144000,80.0,1,0,360,360,1,2,1,0,5,1,2,30,30,1,1,3.875,144000,10.99,19.49,0,1,0.0,0,0.0,1.0,2,2,2
9.0,42.0,53.0,386.0,921.0,11.591,101250,63168,5277,66900,143000,70.0,6,0,240,240,1,1,0,0,8,2,4,59,998,1,1,3.625,143000,18.9,25.23,0,1,0.0,0,0.0,1.0,2,5,2
9.0,12.0,16.0,88.0,2705.0,21.069,57616,67137,7846,71700,168000,80.0,6,0,360,360,1,2,0,0,5,2,1,62,70,1,1,4.75,168000,13.38,43.7,0,0,0.0,0,6.0,1.0,2,2,2
1.0,49.0,16.0,66.0,11514.0,6.996,71350,70545,19561,72800,165000,71.0,6,0,180,180,1,2,0,0,5,1,2,44,45,1,1,3.125,165000,7.85,35.93,0,0,0.0,1,0.0,1.0,2,2,2
4.0,25.0,113.0,794.0,8370.0,1.977,56000,51526,16658,55200,172000,80.0,6,0,360,360,1,2,0,0,5,1,2,43,45,1,1,3.875,172000,6.5,18.42,0,0,0.0,1,0.0,1.0,2,2,2
9.0,44.0,28.0,591.0,3.0,9.304,83768,73255,3475,79600,174742,70.0,6,0,360,360,1,1,0,0,8,1,4,49,998,1,1,3.875,175000,27.29,35.37,0,1,0.0,0,0.0,1.0,2,5,2
9.0,44.0,32.0,532.0,6660.0,15.611,80275,76999,3383,83200,125349,66.0,6,0,360,360,1,1,0,0,8,2,4,61,998,1,1,5.0,125500,27.59,27.59,0,1,0.0,0,6.0,1.0,2,5,2
9.0,28.0,1.0,400.0,963.0,49.95,59904,63917,3653,67800,154205,80.0,6,0,360,360,1,1,0,0,8,3,4,30,998,1,1,4.75,154400,30.81,44.53,0,1,0.0,0,5.0,1.0,2,5,2
4.0,23.0,19.0,794.0,8415.0,16.859,59565,67267,8053,72400,159000,55.0,6,0,180,180,1,2,0,0,5,1,2,65,58,1,1,3.125,159000,17.51,19.77,0,1,0.0,0,0.0,1.0,2,2,2
9.0,10.0,75.0,41.0,3999.0,30.027,105201,73493,4278,79200,167793,80.0,6,0,360,360,1,2,0,0,5,2,1,62,64,1,1,4.875,168000,31.24,37.58,0,0,0.0,0,6.0,1.0,1,1,2
4.0,23.0,41.0,207.0,7636.0,2.961,62969,69315,6272,69800,152000,87.0,2,0,360,360,1,1,0,0,8,1,4,38,998,1,1,3.75,152000,18.34,24.29,0,1,25.0,0,0.0,1.0,2,5,2
1.0,49.0,16.0,66.0,11500.0,6.711,82171,70545,10418,72800,156800,58.0,2,0,180,180,1,2,0,0,5,1,2,65,58,1,1,3.125,156800,14.08,25.11,0,0,0.0,1,0.0,1.0,2,2,2
4.0,23.0,19.0,794.0,8415.0,16.859,59565,67267,5108,72400,152000,95.0,1,0,360,360,1,2,1,0,5,2,1,24,28,1,1,3.625,152000,19.38,29.29,0,0,30.0,0,0.0,1.0,2,2,2
4.0,23.0,76.0,207.0,1691.0,2.856,93833,69315,3584,71900,123500,95.0,1,0,360,360,1,1,1,0,8,2,4,25,998,1,1,3.5,123500,24.2,40.3,0,1,30.0,0,0.0,1.0,2,5,2
1.0,49.0,16.0,66.0,11520.0,9.98,61887,70545,8441,72800,149280,61.0,2,0,360,360,1,1,0,0,8,2,4,44,998,1,1,3.5,149280,14.0,28.47,0,1,0.0,1,0.0,1.0,2,5,2
4.0,23.0,76.0,207.0,73.0,3.887,79810,69315,3900,71900,136640,56.0,1,0,360,360,1,1,0,0,8,1,4,33,998,1,1,3.5,136640,25.55,40.62,0,1,0.0,0,0.0,1.0,2,5,2
4.0,23.0,76.0,207.0,38.0,13.163,79330,69315,3028,71900,123500,95.0,1,0,360,360,1,1,0,0,8,1,4,22,998,1,1,3.375,123500,27.74,33.92,0,1,30.0,0,0.0,1.0,2,5,2
4.0,12.0,2.0,578.0,23.0,5.868,76250,60692,2892,62900,123819,103.0,1,2,360,360,1,1,1,0,8,2,4,57,998,1,1,3.875,123819,24.98,50.88,0,1,0.0,0,0.0,1.0,2,5,2
4.0,28.0,1.0,400.0,896.0,43.036,45069,63917,4457,67800,168000,80.0,1,1,360,360,1,1,0,0,8,1,4,33,998,1,1,3.875,168000,23.32,40.4,0,1,0.0,0,0.0,1.0,2,5,2
4.0,12.0,24.0,421.0,11651.0,9.601,57188,62192,4521,66600,162011,99.0,1,1,360,360,1,2,1,0,5,1,2,42,42,1,1,3.375,162011,22.5,36.44,0,0,0.0,0,6.0,1.0,2,2,2
1.0,13.0,66.0,630.0,7789.0,13.807,84219,75382,12208,81200,170848,99.0,1,1,360,360,1,2,0,0,5,1,2,49,49,1,1,3.625,170848,9.88,49.9,0,0,0.0,0,0.0,1.0,2,2,2
9.0,27.0,24.0,794.0,11695.0,2.058,57115,64975,9923,70000,176000,80.0,2,0,360,360,1,2,0,0,5,1,2,34,30,1,1,4.25,176000,10.37,30.09,0,1,0.0,0,0.0,1.0,2,2,2
9.0,27.0,33.0,794.0,4889.0,5.069,71691,68393,10248,70000,167200,80.0,1,0,240,240,1,2,1,0,5,1,2,25,26,1,1,4.125,167200,13.57,26.44,0,0,0.0,0,0.0,1.0,2,2,2
4.0,25.0,18.0,794.0,11363.0,3.454,52273,59297,12208,58700,126000,80.0,1,0,180,180,1,2,0,0,5,2,1,64,60,2,1,3.125,126000,2.79,21.92,0,0,0.0,0,5.0,1.0,2,2,2
4.0,25.0,90.0,371.0,3155.0,21.857,86513,77634,10542,82400,155000,71.0,2,0,180,180,1,2,0,0,5,2,1,57,61,1,1,3.125,155000,13.38,22.27,0,0,0.0,0,0.0,1.0,2,2,2
1.0,13.0,91.0,690.0,493.0,15.95,75078,77107,3460,76400,152167,99.0,1,1,360,360,1,1,0,0,8,2,4,61,998,1,1,3.5,152167,34.51,45.53,0,1,0.0,0,0.0,1.0,2,5,2
9.0,16.0,86.0,794.0,11764.0,2.57,70368,61159,3736,61500,148000,78.0,6,0,240,240,1,1,0,0,8,1,4,31,998,1,1,3.75,148000,31.52,35.94,0,1,0.0,1,0.0,1.0,2,5,2
1.0,13.0,91.0,690.0,124.0,14.544,87273,77107,2767,76400,138888,92.0,2,1,360,360,1,1,0,0,8,1,4,37,998,1,1,3.375,138888,41.06,44.18,0,1,0.0,0,0.0,1.0,2,5,2
1.0,13.0,56.0,545.0,11549.0,6.628,69524,67172,6704,75000,174952,101.0,1,2,360,360,1,1,1,0,8,1,4,41,998,1,1,3.875,174952,18.04,41.43,0,1,0.0,0,0.0,1.0,2,5,2
9.0,16.0,26.0,401.0,152.0,7.172,86779,80752,5885,81900,127000,71.0,6,0,360,360,1,2,0,0,5,1,2,44,40,1,1,4.25,127000,16.31,29.61,0,0,0.0,0,0.0,1.0,2,2,2
1.0,13.0,66.0,630.0,7770.0,53.388,41161,75382,7313,81200,162000,86.0,6,2,360,360,1,2,0,0,5,1,2,75,70,1,1,3.375,162000,11.79,35.31,0,0,0.0,0,0.0,1.0,2,2,2
1.0,13.0,74.0,630.0,9132.0,2.877,88306,75382,5852,81200,170848,99.0,1,1,360,360,1,1,0,0,8,1,4,65,998,1,1,3.375,170848,17.25,29.99,0,1,0.0,0,0.0,1.0,2,5,2
1.0,13.0,66.0,630.0,7766.0,4.044,67316,75382,7357,81200,152192,99.0,1,1,360,360,1,2,1,0,5,1,2,26,24,1,1,3.375,152192,16.55,22.55,0,0,0.0,0,0.0,1.0,2,2,2
4.0,25.0,27.0,371.0,2738.0,14.006,95400,77634,5899,82400,139200,80.0,6,0,180,180,1,2,0,0,5,1,2,45,45,1,1,3.875,139200,22.03,40.83,0,0,0.0,0,6.0,1.0,2,2,2
1.0,13.0,91.0,690.0,516.0,22.666,87863,77107,4852,76400,145500,99.0,1,2,360,360,1,1,1,0,8,1,4,35,998,1,1,3.625,145500,22.61,36.88,0,1,0.0,0,0.0,1.0,2,5,2
1.0,13.0,64.0,193.0,185.0,12.135,71285,64598,5101,66900,132554,99.0,1,1,360,360,1,1,1,0,8,1,4,44,998,1,2,3.375,132554,20.94,46.17,0,1,0.0,1,3.0,1.0,2,5,2
1.0,13.0,66.0,630.0,7812.0,3.966,105568,75382,4829,81200,132554,99.0,1,1,360,360,1,1,1,0,8,1,4,51,998,1,1,3.375,132554,22.16,38.73,0,1,0.0,0,0.0,1.0,2,5,2
9.0,16.0,26.0,401.0,87.0,19.126,65313,80752,5916,81900,136500,75.0,6,0,180,180,1,1,0,0,8,1,4,44,998,1,1,3.5,136500,22.39,32.72,0,1,0.0,0,0.0,1.0,2,5,2
1.0,13.0,64.0,193.0,494.0,12.431,91635,64598,2996,66900,138446,99.0,1,1,360,360,1,2,1,0,5,2,1,34,33,1,1,3.5,138446,34.98,41.79,0,0,0.0,1,0.0,1.0,1,1,2
9.0,16.0,67.0,371.0,4969.0,8.085,73119,77634,6630,82400,132800,80.0,1,0,360,360,1,1,0,0,8,1,4,60,998,1,1,3.875,132800,14.16,35.18,0,1,0.0,1,0.0,1.0,2,5,2
9.0,16.0,26.0,401.0,77.0,15.712,105191,80752,7361,81900,149800,54.0,2,0,360,360,1,1,0,0,8,2,4,57,998,1,1,4.0,149800,15.59,17.9,0,1,0.0,0,0.0,1.0,2,5,2
9.0,16.0,91.0,794.0,11718.0,5.803,60000,60556,22555,61500,170000,90.0,2,0,180,180,1,2,0,0,5,1,2,32,30,1,1,3.5,170000,8.03,26.61,0,0,25.0,0,0.0,1.0,2,2,2
4.0,25.0,192.0,630.0,5547.0,37.179,72850,75382,8555,81200,166860,90.0,1,0,360,360,1,2,1,0,5,1,2,34,35,1,1,4.0,166860,13.9,25.92,0,0,25.0,0,0.0,1.0,2,2,2
1.0,49.0,16.0,66.0,11490.0,4.411,73208,70545,3988,72800,125000,79.0,6,0,360,360,1,1,0,0,8,2,4,44,998,1,1,3.625,125000,21.52,31.9,0,1,0.0,0,0.0,1.0,2,5,2
4.0,16.0,52.0,371.0,4142.0,10.713,132366,77634,7925,82400,181500,75.0,1,0,360,360,1,2,0,0,5,1,2,68,64,1,1,3.75,181500,15.84,26.76,0,0,0.0,0,0.0,1.0,2,2,2
1.0,49.0,23.0,253.0,3690.0,6.55,97639,71680,6307,75300,135000,58.0,2,0,360,360,1,2,0,0,5,2,1,30,34,1,1,3.75,135000,14.02,30.72,0,0,0.0,0,0.0,1.0,2,2,2
9.0,16.0,26.0,401.0,193.0,14.654,107677,80752,4946,81900,142000,79.0,6,0,360,360,1,1,0,0,8,1,4,45,998,1,1,3.875,142000,19.34,34.86,0,1,0.0,0,0.0,1.0,2,5,2
9.0,16.0,52.0,371.0,4234.0,8.173,80250,77634,6375,82400,124000,73.0,2,0,360,360,1,2,0,0,5,1,2,50,51,1,1,3.75,124000,13.93,26.71,0,0,0.0,0,0.0,1.0,2,2,2
4.0,25.0,192.0,630.0,5089.0,14.878,83295,75382,3674,81200,135920,80.0,1,0,360,360,1,1,1,0,8,1,4,33,998,1,1,3.75,135920,24.47,37.32,0,1,0.0,0,0.0,1.0,2,5,2
1.0,49.0,23.0,253.0,3628.0,8.517,80417,71680,7549,75300,170050,95.0,1,0,360,360,1,2,1,0,5,1,2,29,29,1,1,3.625,170050,16.13,33.6,0,0,30.0,0,0.0,1.0,2,2,2
9.0,25.0,54.0,371.0,1033.0,37.012,78462,77634,9652,82400,156000,80.0,6,0,360,360,1,1,0,0,8,1,4,28,998,1,1,3.625,156000,9.4,19.57,0,1,0.0,0,0.0,1.0,2,5,2
9.0,16.0,33.0,546.0,11420.0,5.351,76549,65974,7884,69400,125200,77.0,2,0,240,240,1,2,0,0,5,1,2,42,33,1,1,3.5,125200,13.79,28.02,0,1,0.0,0,0.0,1.0,2,2,2
1.0,49.0,77.0,543.0,157.0,8.371,49779,71833,4068,80800,127900,65.0,2,0,240,240,1,2,0,0,5,1,2,40,40,1,1,3.25,127900,27.94,36.81,0,1,0.0,0,0.0,1.0,2,2,2
9.0,16.0,26.0,401.0,151.0,9.075,87000,80752,3529,81900,154000,69.0,6,0,360,360,1,1,0,0,8,2,4,59,998,1,1,3.75,154000,31.45,37.37,0,1,0.0,0,0.0,1.0,2,5,2
4.0,44.0,23.0,794.0,11703.0,15.646,45799,67497,6512,68800,136356,101.0,1,2,360,360,1,1,1,0,8,1,4,40,998,1,1,3.375,136356,12.83,17.74,0,1,0.0,0,6.0,1.0,2,5,2
9.0,36.0,77.0,304.0,11366.0,61.947,58551,60373,5917,60500,148484,100.0,1,3,360,360,9,2,1,0,5,1,2,34,30,1,1,4.125,148484,17.44,33.81,0,0,0.0,0,0.0,1.0,1,1,2
9.0,36.0,10.0,536.0,7107.0,15.858,105038,68065,5260,73100,172100,73.0,2,0,240,240,9,1,0,0,8,1,4,43,998,1,1,4.5,172100,30.44,30.92,0,1,0.0,0,0.0,1.0,2,5,2
1.0,49.0,75.0,794.0,4995.0,5.03,69886,67613,6120,68500,158000,74.0,6,0,360,360,1,2,0,0,5,1,2,38,38,1,1,3.5,158000,17.05,32.16,0,0,0.0,0,0.0,1.0,2,2,2
9.0,36.0,39.0,579.0,73.0,25.336,69963,55200,12569,57000,172000,80.0,1,0,360,360,9,2,1,0,5,1,2,27,26,1,1,3.75,172000,9.27,12.3,0,0,0.0,0,0.0,1.0,2,1,2
1.0,49.0,75.0,794.0,4995.0,5.03,69886,67613,8697,68500,126400,80.0,1,0,360,360,1,1,1,0,8,1,4,31,998,1,1,3.625,126400,9.86,15.22,0,1,0.0,0,0.0,1.0,2,5,2
4.0,15.0,29.0,547.0,4711.0,2.199,66667,66881,6054,69400,128250,95.0,1,0,360,360,1,1,1,0,8,1,4,21,998,1,1,3.875,128250,15.09,49.23,0,1,30.0,1,0.0,1.0,2,5,2
9.0,16.0,95.0,770.0,1542.0,10.67,60150,68171,5203,72800,150100,95.0,1,0,360,360,1,2,0,0,5,1,2,24,24,1,1,3.625,150100,19.13,27.87,0,0,30.0,0,0.0,1.0,2,2,2
9.0,16.0,95.0,770.0,1504.0,11.526,95230,68171,6941,72800,130000,75.0,6,0,180,180,1,2,0,0,5,2,1,40,52,1,1,3.25,130000,22.97,42.54,0,0,0.0,0,6.0,1.0,2,2,2
9.0,16.0,95.0,770.0,1606.0,21.905,93875,68171,9295,72800,175900,95.0,1,0,360,360,1,2,0,0,5,1,2,53,47,1,1,3.625,175900,13.41,38.8,0,0,30.0,0,0.0,1.0,2,2,2
1.0,13.0,79.0,564.0,759.0,5.219,58083,72677,4338,76900,123760,80.0,1,0,360,360,1,2,0,0,5,1,2,41,41,1,1,3.875,123760,20.03,24.25,0,1,0.0,0,0.0,1.0,2,2,2
1.0,13.0,98.0,564.0,2811.0,3.157,90772,72677,14433,76900,154134,54.0,2,0,360,360,1,2,0,0,5,1,2,30,31,1,1,3.75,154134,9.74,20.49,0,1,0.0,0,0.0,1.0,2,2,2
4.0,37.0,11.0,622.0,3905.0,11.58,37589,54952,4100,57500,181713,100.0,1,2,360,360,1,1,1,0,8,1,4,34,998,1,1,3.5,182000,22.94,23.74,0,1,0.0,0,11.0,1.0,2,5,2
1.0,49.0,59.0,357.0,134.0,11.608,52218,64322,5205,65600,136800,80.0,6,0,360,360,1,1,0,0,8,1,4,29,998,1,1,3.5,136800,18.8,34.97,0,1,0.0,0,0.0,1.0,2,5,2
1.0,49.0,59.0,357.0,471.0,3.249,71894,64322,8249,65600,135000,63.0,6,0,180,180,1,2,0,0,5,1,2,63,57,1,1,2.875,135000,15.29,24.67,0,1,0.0,0,0.0,1.0,2,2,2
9.0,16.0,95.0,770.0,1516.0,10.77,90515,68171,5726,72800,175750,95.0,1,0,360,360,1,1,0,0,8,1,4,32,998,1,1,3.75,175750,22.89,34.99,0,1,30.0,0,0.0,1.0,2,5,2
4.0,37.0,18.0,460.0,25.0,34.714,37059,59053,5054,66300,164567,80.0,6,0,360,360,1,1,0,0,8,2,4,55,998,1,1,4.125,164800,18.86,40.7,0,1,0.0,0,0.0,1.0,2,5,2
9.0,16.0,95.0,770.0,1383.0,18.812,69018,68171,4376,72800,134400,80.0,1,0,360,360,1,1,0,0,8,2,4,48,998,1,1,3.875,134400,21.29,33.93,0,1,0.0,0,0.0,1.0,2,5,2
1.0,49.0,59.0,357.0,517.0,6.393,71318,64322,10027,65600,128000,71.0,6,0,180,180,1,2,0,0,1,1,2,52,41,1,1,2.75,128000,12.3,30.79,0,1,0.0,0,0.0,1.0,2,2,2
9.0,16.0,95.0,770.0,1516.0,10.77,90515,68171,8068,72800,146000,78.0,6,0,360,360,1,2,0,0,5,1,2,39,40,1,1,3.75,146000,13.68,22.56,0,0,0.0,0,6.0,1.0,1,2,2
9.0,16.0,95.0,770.0,1605.0,10.595,116136,68171,6332,72800,170900,90.0,1,0,360,360,1,2,0,0,5,2,1,39,42,1,1,3.75,170900,18.01,33.54,0,0,25.0,0,0.0,1.0,2,2,2
9.0,16.0,95.0,770.0,1116.0,43.742,42250,68171,5704,72800,180500,95.0,1,0,360,360,1,2,0,0,5,1,2,26,28,1,1,3.875,180500,22.81,47.07,0,0,30.0,1,0.0,1.0,2,2,2
1.0,49.0,59.0,357.0,159.0,5.567,84877,64322,6158,65600,140000,70.0,6,0,360,360,1,1,0,0,8,1,4,48,998,1,1,3.125,140000,16.63,31.45,0,1,0.0,1,0.0,1.0,2,5,2
9.0,16.0,95.0,770.0,1706.0,4.431,103730,68171,3824,72800,148500,59.0,6,0,360,360,1,2,0,0,5,1,2,69,67,1,1,3.875,148500,33.72,46.66,0,1,0.0,0,6.0,1.0,2,2,2
1.0,13.0,104.0,794.0,11347.0,3.428,70134,69979,4386,73300,147000,75.0,6,0,360,360,1,2,0,0,5,2,1,23,25,1,1,3.125,147000,23.72,37.01,0,0,0.0,0,0.0,1.0,2,2,2
9.0,25.0,90.0,371.0,3177.0,12.857,105543,77634,6958,82400,168000,37.0,2,0,240,240,1,1,0,0,8,1,4,64,998,1,1,4.125,168000,29.44,39.49,0,1,0.0,0,0.0,1.0,2,5,2
4.0,23.0,80.0,627.0,53.0,6.982,104960,71870,6448,76300,140000,58.0,6,0,360,360,1,2,0,0,5,1,2,69,69,1,1,3.75,140000,15.69,42.13,0,0,0.0,1,0.0,1.0,2,2,2
9.0,16.0,52.0,371.0,4163.0,49.584,44742,77634,4416,82400,142405,95.0,1,0,360,360,9,1,1,0,8,1,4,27,998,1,1,4.375,142405,24.51,25.41,0,1,30.0,0,6.0,1.0,2,5,2
9.0,16.0,73.0,794.0,8416.0,2.025,70268,72823,4626,74600,123500,95.0,1,0,360,360,9,2,0,0,5,2,1,22,22,1,1,4.5,123500,19.81,33.43,0,0,30.0,0,0.0,1.0,2,2,2
1.0,25.0,192.0,630.0,5565.0,54.003,93173,75382,15225,81200,161000,48.0,2,0,180,180,1,2,0,0,2,1,2,37,29,1,1,3.25,161000,11.2,19.4,0,0,0.0,1,0.0,1.0,2,2,2
1.0,13.0,107.0,701.0,204.0,19.425,47712,64143,6275,66300,137373,101.0,1,3,360,360,1,1,1,0,8,1,4,37,998,1,1,4.125,137373,15.83,33.42,0,1,0.0,0,0.0,1.0,2,5,2
4.0,15.0,89.0,188.0,1668.0,4.204,85481,69604,6465,72700,128900,49.0,1,0,360,360,1,2,0,0,5,1,2,34,31,1,1,3.875,128900,16.95,37.12,0,0,0.0,0,0.0,1.0,2,2,2
9.0,36.0,4.0,220.0,11594.0,20.878,59750,62372,6781,65700,144000,80.0,1,0,360,360,1,2,0,0,5,1,2,42,39,1,1,4.125,144000,14.78,30.84,0,0,0.0,0,0.0,1.0,2,2,2
4.0,15.0,77.0,502.0,4001.0,20.472,54688,68822,5166,70800,147250,95.0,1,0,360,360,1,1,1,0,8,1,4,23,998,1,1,3.875,147250,21.58,32.92,0,1,30.0,0,0.0,1.0,2,5,2
4.0,13.0,88.0,188.0,2951.0,14.524,60455,69604,7416,72700,166400,80.0,1,0,360,360,1,2,1,0,5,1,2,35,25,1,1,4.125,166400,20.62,36.53,0,0,0.0,0,0.0,1.0,2,2,2
1.0,13.0,11.0,132.0,1709.0,6.943,97778,74629,5382,79500,155000,69.0,6,0,360,360,1,1,0,0,8,1,4,45,998,1,1,3.625,155000,21.84,42.81,0,1,0.0,0,0.0,1.0,2,5,2
1.0,13.0,11.0,132.0,154.0,28.767,133911,74629,9070,79500,172000,80.0,6,0,180,180,1,2,0,0,5,1,2,57,57,1,1,2.875,172000,19.06,44.89,0,1,0.0,1,6.0,1.0,2,2,2
1.0,13.0,11.0,132.0,1707.0,5.19,100250,74629,6191,79500,148200,57.0,1,0,360,360,1,2,0,0,5,1,2,39,33,1,1,3.625,148200,22.42,24.75,0,1,0.0,0,6.0,1.0,2,2,2
1.0,13.0,11.0,132.0,1691.0,3.043,74704,74629,4473,79500,124000,80.0,6,0,360,360,1,1,0,0,8,1,4,31,998,1,1,3.0,124000,18.06,34.56,0,1,0.0,0,0.0,1.0,2,5,2
1.0,13.0,63.0,83.0,862.0,4.064,104656,85610,7571,87300,135200,80.0,2,0,360,360,1,1,0,0,8,2,4,41,998,1,1,3.375,135200,14.48,21.75,0,1,0.0,0,0.0,1.0,2,5,2
