Bank,FIPSStateNumericCode,FIPSCountyCode,CoreBasedStatisticalAreaCode,CensusTractIdentifier,CensusTractMinorityRatioPercent,CensusTractMedFamIncomeAmount,LocalAreaMedianIncomeAmount,TotalMonthlyIncomeAmount,HUDMedianIncomeAmount,LoanAcquisitionActualUPBAmt,LTVRatioPercent,LoanPurposeType,MortgageType,ScheduledTotalPaymentCount,LoanAmortizationMaxTermMonths,MortgageLoanSellerInstType,BorrowerCount,BorrowerFirstTimeHomebuyer,Borrower1Race1Type,Borrower2Race1Type,Borrower1GenderType,Borrower2GenderType,Borrower1AgeAtApplicationYears,Borrower2AgeAtApplicationYears,PropertyUsageType,PropertyUnitCount,NoteRatePercent,NoteAmount,HousingExpenseRatioPercent,TotalDebtExpenseRatioPercent,Borrower1CreditScoreValue,Borrower2CreditScoreValue,PMICoveragePercent,EmploymentBorrowerSelfEmployed,PropertyType,MarginRatePercent,Borrower1EthnicityType,Borrower2EthnicityType,HOEPALoanStatusType
2.0,9.0,46.0,529.0,138.0,19.69,48548,49062,15000,53400,178016,80.0,1,0,360,360,1,2,1,0,5,2,2,26,82,1,1,5.0,178016,9.0,33.0,0,1,0.0,1,6.0,1.0,2,2,2
2.0,14.0,55.0,342.0,7345.0,16.26,71450,69385,13750,57800,170800,80.0,1,0,360,360,1,2,1,0,5,1,2,61,63,1,1,4.5,170800,8.0,32.0,0,0,0.0,1,5.0,1.0,2,2,2
5.0,14.0,47.0,754.0,11524.0,7.0,61958,55741,9032,61000,150000,50.0,6,0,180,180,1,2,1,0,5,1,2,62,61,1,1,4.5,150000,15.39,34.46,0,0,0.0,1,0.0,0.0,2,2,2
2.0,35.0,21.0,149.0,6276.0,4.54,87209,67468,5142,70700,164200,90.0,1,0,360,360,1,1,0,0,8,2,4,30,998,1,1,4.5,164200,26.0,37.0,0,1,25.0,1,0.0,1.0,2,5,2
2.0,35.0,34.0,143.0,2707.0,1.97,90000,72572,15863,78300,130000,70.0,6,0,180,180,1,2,1,0,5,1,2,65,63,1,1,4.375,130000,9.0,21.0,0,0,0.0,1,0.0,1.0,2,2,2
2.0,22.0,69.0,794.0,11658.0,6.57,65847,55024,6907,58700,157800,61.0,6,0,360,360,1,2,1,0,5,1,2,48,52,1,1,4.625,157800,19.0,26.0,0,0,0.0,1,0.0,1.0,2,2,2
2.0,35.0,34.0,143.0,2690.0,4.18,78969,72572,8653,78300,149150,95.0,1,0,360,360,1,2,1,0,5,1,2,36,33,1,1,4.375,149150,13.0,26.0,0,0,30.0,1,0.0,1.0,2,2,2
5.0,14.0,33.0,342.0,7930.0,0.71,71916,66803,11999,75100,166000,71.0,6,0,360,360,1,2,1,0,6,1,3,56,48,1,1,4.75,166000,8.65,26.37,0,0,0.0,0,0.0,0.0,2,3,2
5.0,14.0,33.0,342.0,7930.0,0.71,71916,66803,8619,75100,157450,94.0,1,0,360,360,1,2,0,0,5,1,2,34,29,1,1,4.75,157450,12.47,37.39,0,0,30.0,1,0.0,0.0,3,3,2
2.0,35.0,53.0,149.0,2090.0,7.0,136658,69998,18973,73700,148000,65.0,6,0,360,360,1,1,1,0,8,1,4,64,998,1,1,4.125,148000,7.0,34.0,0,1,0.0,1,0.0,1.0,2,5,2
5.0,14.0,16.0,755.0,11434.0,1.85,70544,55741,6233,61000,135600,80.0,1,0,360,360,1,2,1,0,6,1,3,58,54,1,1,4.75,135600,15.55,38.28,0,0,0.0,1,0.0,0.0,2,3,2
2.0,14.0,32.0,342.0,5293.0,13.0,143685,72045,16824,77800,187500,25.0,1,0,360,360,1,1,1,0,8,1,4,50,998,1,1,4.5,187500,23.0,39.0,0,1,0.0,1,6.0,1.0,2,5,2
2.0,35.0,34.0,143.0,3076.0,9.0,197250,75749,6250,80800,184000,80.0,1,0,360,360,1,1,0,0,8,1,4,33,998,1,1,4.625,184000,27.0,32.0,0,1,0.0,1,5.0,1.0,2,5,2
5.0,14.0,53.0,68.0,11375.0,3.55,53889,55741,3560,61000,136000,76.0,2,0,360,360,1,2,1,0,5,1,2,48,52,1,1,5.0,136000,26.13,40.26,0,0,0.0,1,0.0,0.0,2,2,2
2.0,35.0,10.0,143.0,157.0,8.0,73633,75749,3914,80800,145450,80.0,2,0,360,360,1,2,1,0,5,1,2,69,69,1,1,4.375,145450,27.0,39.0,0,0,0.0,1,0.0,1.0,2,2,2
2.0,35.0,15.0,143.0,3536.0,3.0,78897,75749,8733,80800,164000,64.0,6,0,360,360,1,2,1,0,5,1,2,68,66,1,1,4.5,164000,15.0,39.0,0,0,0.0,1,0.0,1.0,2,2,2
2.0,14.0,32.0,342.0,5248.0,14.0,77356,72045,6457,77800,132000,78.0,6,0,360,360,1,1,1,0,8,1,4,33,998,1,1,4.375,132000,14.0,33.0,0,1,0.0,1,6.0,1.0,2,5,2
5.0,14.0,53.0,68.0,11366.0,5.78,48611,55741,6270,61000,160000,80.0,2,0,360,360,1,2,1,0,5,1,2,29,28,1,1,5.0,160000,18.23,34.38,0,0,0.0,1,0.0,0.0,2,2,2
2.0,35.0,86.0,515.0,2638.0,2.0,69075,60549,12378,65400,172000,80.0,1,0,360,360,1,2,1,0,5,1,2,34,37,1,1,4.125,172000,10.0,26.0,0,1,0.0,1,0.0,1.0,2,2,2
5.0,22.0,89.0,200.0,9025.0,9.76,80000,52733,5246,55500,130000,57.0,6,0,360,360,1,2,1,0,5,2,1,37,42,1,1,4.875,130000,18.22,42.49,0,0,0.0,1,2.0,0.0,2,2,2
5.0,22.0,89.0,200.0,9002.0,6.9,87250,52733,4414,55500,130000,69.0,6,0,360,360,1,2,1,0,5,1,2,31,29,1,1,4.75,130000,21.98,30.92,0,1,0.0,1,2.0,0.0,2,2,2
5.0,14.0,54.0,342.0,265.0,22.82,55767,66803,10222,75100,126000,78.0,2,0,360,360,1,2,1,0,5,2,1,46,43,1,1,4.625,126000,8.76,42.56,0,0,0.0,1,6.0,0.0,3,3,2
2.0,17.0,63.0,414.0,4280.0,10.0,59829,70502,8314,74500,164758,60.0,2,0,360,360,1,2,1,0,5,1,2,37,35,1,1,4.375,180000,16.0,31.0,0,0,0.0,0,0.0,1.0,2,2,2
2.0,17.0,9.0,143.0,4566.0,7.0,84570,75749,3813,80800,131822,80.0,2,0,360,360,1,1,1,0,8,1,4,48,998,1,1,4.375,132000,22.0,37.0,0,1,0.0,1,0.0,1.0,2,5,2
5.0,14.0,53.0,68.0,11357.0,2.78,64600,55741,5550,61000,155700,67.0,2,0,300,300,1,2,1,0,1,1,2,30,32,1,1,5.0,155700,21.28,31.34,0,1,0.0,1,0.0,0.0,2,1,2
2.0,35.0,10.0,143.0,123.0,7.0,67917,75749,7019,80800,141500,47.0,6,0,360,360,1,2,1,0,5,1,2,69,70,1,1,4.375,141500,16.0,18.0,0,1,0.0,1,0.0,1.0,2,2,2
5.0,22.0,15.0,62.0,471.0,5.6,55132,53315,11912,54900,140000,74.0,6,0,360,360,1,2,1,0,6,1,3,45,47,1,1,4.625,140000,7.68,25.67,0,0,0.0,1,0.0,0.0,2,3,2
5.0,22.0,24.0,230.0,11658.0,2.51,64365,53542,8871,58700,144000,80.0,1,0,360,360,1,2,1,0,6,1,3,47,46,1,1,4.25,144000,11.04,31.37,0,0,0.0,1,0.0,0.0,2,3,2
2.0,17.0,105.0,143.0,11267.0,2.0,64496,75749,5285,80800,132821,49.0,6,0,360,360,1,1,1,0,8,1,4,55,998,1,1,4.375,133000,17.0,24.0,0,1,0.0,1,0.0,1.0,2,5,2
2.0,0.0,50.0,335.0,1724.0,29.0,114914,76948,5240,84900,150546,76.0,1,0,360,360,1,1,0,0,8,1,4,27,998,1,1,4.625,150546,18.0,27.0,0,1,0.0,1,6.0,1.0,2,5,2
2.0,17.0,54.0,794.0,11673.0,10.0,64375,48513,3069,51200,158800,80.0,6,0,360,360,1,2,1,0,5,1,2,69,65,1,1,4.5,158800,31.0,40.0,0,0,0.0,1,2.0,1.0,2,2,2
2.0,17.0,2.0,264.0,11339.0,7.0,64250,65605,5223,68800,141000,78.0,1,0,360,360,1,2,0,0,5,2,2,35,38,1,1,4.5,141000,20.0,36.0,0,0,0.0,1,0.0,1.0,2,2,2
5.0,22.0,87.0,368.0,1771.0,8.5,71712,61149,12145,70300,174330,72.0,1,0,360,360,1,2,0,0,6,1,3,40,34,1,1,4.375,174330,10.85,20.88,0,1,0.0,1,0.0,0.0,2,3,2
2.0,14.0,55.0,342.0,7412.0,70.0,51103,72045,3618,77800,147796,72.0,1,0,360,360,1,2,0,0,5,1,2,30,30,1,1,4.25,148000,27.0,28.0,0,1,0.0,1,0.0,1.0,2,2,2
5.0,14.0,10.0,422.0,11387.0,9.11,62277,55741,5683,61000,146625,85.0,1,0,360,360,1,2,1,0,5,1,2,29,29,1,1,4.625,146625,17.45,31.81,0,1,12.0,1,0.0,0.0,2,2,2
2.0,35.0,60.0,128.0,11615.0,8.0,65755,68239,8583,73100,144000,80.0,1,0,360,360,1,1,1,0,8,2,4,29,998,1,1,4.375,144000,12.0,34.0,0,1,0.0,1,0.0,1.0,2,5,2
5.0,14.0,58.0,565.0,11397.0,6.02,58250,55741,6742,61000,130000,79.0,6,0,180,180,1,2,1,0,5,1,2,35,27,1,1,4.375,130000,16.72,32.41,0,0,0.0,1,0.0,0.0,2,2,2
2.0,35.0,60.0,128.0,11621.0,2.0,82019,68239,6300,73100,170000,85.0,1,0,240,240,1,2,1,0,5,1,2,32,29,1,1,4.5,170000,22.0,32.0,0,1,6.0,0,0.0,1.0,2,2,2
2.0,35.0,34.0,143.0,1342.0,67.0,63188,75749,6403,80800,150500,70.0,6,0,360,360,1,2,1,0,5,2,1,31,34,1,1,4.375,150500,18.0,30.0,0,0,0.0,0,0.0,1.0,2,2,2
5.0,14.0,47.0,754.0,11544.0,12.0,51595,55741,4420,61000,146800,80.0,2,0,360,360,1,2,1,0,5,1,2,42,41,1,1,4.875,146800,21.73,32.53,0,1,0.0,1,0.0,0.0,2,2,2
2.0,14.0,41.0,794.0,11555.0,3.0,68875,60044,9976,64500,145000,79.0,6,0,360,360,1,2,1,0,5,1,2,46,47,1,1,4.625,145000,8.0,27.0,0,0,0.0,1,0.0,1.0,2,2,2
2.0,13.0,61.0,431.0,1637.0,10.0,98839,67481,10113,69200,139650,95.0,1,0,360,360,1,2,0,0,5,2,1,33,36,1,1,4.5,139650,13.0,36.0,0,0,30.0,1,0.0,1.0,2,2,2
2.0,35.0,28.0,162.0,1348.0,26.0,73611,74750,7179,77900,174000,67.0,6,0,180,180,1,1,1,0,8,2,4,40,998,1,1,4.25,174000,27.0,30.0,0,1,0.0,1,0.0,1.0,2,5,2
5.0,13.0,19.0,140.0,10464.0,15.44,104697,75350,6428,82400,150000,57.0,1,0,240,240,1,1,1,0,8,2,4,67,998,1,1,4.375,150000,21.97,24.87,0,1,0.0,1,6.0,0.0,2,5,2
2.0,23.0,11.0,473.0,4864.0,9.0,132197,92660,5694,99300,175200,80.0,1,0,360,360,1,2,0,0,2,1,2,26,23,1,1,4.625,175200,25.0,26.0,0,0,0.0,1,0.0,1.0,2,2,2
5.0,35.0,10.0,143.0,1639.0,5.07,66289,70589,6529,77000,140000,53.0,2,0,360,360,1,1,1,0,8,2,4,50,998,1,1,4.875,140000,16.01,21.49,0,1,0.0,1,0.0,0.0,2,5,2
2.0,14.0,100.0,262.0,3977.0,4.0,63917,64365,6660,68800,157687,44.0,2,0,360,360,1,2,1,0,5,1,2,43,42,1,1,4.375,157900,17.0,27.0,0,0,0.0,1,0.0,1.0,2,2,2
5.0,22.0,49.0,200.0,7421.0,2.24,55248,76739,4242,83200,123030,99.0,1,1,360,360,1,1,0,0,8,1,4,25,998,1,1,5.375,123030,22.32,33.9,0,1,0.0,1,0.0,0.0,2,5,2
2.0,35.0,34.0,143.0,892.0,46.0,60938,75749,5417,80800,165000,77.0,1,0,360,360,1,1,0,0,8,1,4,26,998,1,1,4.375,165000,24.0,27.0,0,1,0.0,1,0.0,1.0,2,5,2
2.0,14.0,32.0,342.0,5321.0,12.0,126181,72045,4917,77800,164788,66.0,6,0,360,360,1,1,1,0,8,1,4,49,998,1,1,4.625,165000,26.0,40.0,0,1,0.0,1,6.0,1.0,2,5,2
2.0,17.0,22.0,143.0,4105.0,4.0,91813,75749,7083,80800,149798,80.0,1,0,360,360,1,1,0,0,8,1,4,29,998,1,1,4.375,150000,14.0,20.0,0,1,0.0,1,0.0,1.0,2,5,2
5.0,22.0,28.0,250.0,1965.0,8.3,60870,53333,4042,57900,142373,99.0,1,1,360,360,1,1,0,0,8,1,4,45,998,1,1,5.375,142373,28.1,42.26,0,1,0.0,1,0.0,0.0,2,5,2
2.0,35.0,34.0,143.0,2735.0,2.0,114057,75749,7244,80800,172400,80.0,1,0,360,360,1,1,1,0,8,2,4,34,998,1,1,4.375,172400,20.0,43.0,0,1,0.0,1,0.0,1.0,2,5,2
5.0,14.0,55.0,342.0,7409.0,29.9,71250,66803,8814,75100,135000,71.0,6,0,360,360,1,1,1,0,8,1,4,57,998,1,1,5.125,135000,11.38,36.1,0,1,0.0,1,6.0,0.0,3,5,2
5.0,14.0,55.0,342.0,7376.0,56.44,49675,66803,3333,75100,123560,80.0,1,0,360,360,1,1,0,0,8,2,4,24,998,1,1,5.125,124000,36.36,36.36,0,1,0.0,1,5.0,0.0,2,5,2
5.0,14.0,55.0,342.0,7405.0,13.79,143343,66803,3593,75100,158000,34.0,6,0,360,360,1,1,1,0,8,2,4,71,998,1,1,4.5,158000,36.12,36.12,0,1,0.0,1,6.0,0.0,2,5,2
2.0,35.0,81.0,718.0,11550.0,2.0,67807,59918,4649,65400,156000,80.0,1,0,360,360,1,1,1,0,8,2,4,39,998,1,1,4.75,156000,25.0,34.0,0,1,0.0,1,0.0,1.0,2,5,2
2.0,35.0,28.0,162.0,1279.0,43.0,60256,74750,3722,77900,140000,80.0,1,0,360,360,1,2,0,0,5,1,2,25,26,1,1,4.5,140000,27.0,34.0,0,0,0.0,1,0.0,1.0,2,2,2
2.0,35.0,60.0,128.0,11619.0,2.0,87870,68239,5052,73100,168000,80.0,1,0,360,360,1,1,0,0,8,1,4,24,998,1,1,4.5,168000,23.0,31.0,0,1,0.0,1,0.0,1.0,2,5,2
2.0,35.0,82.0,675.0,11694.0,1.0,85688,70571,6306,71800,175750,95.0,1,0,360,360,1,2,0,0,5,1,2,28,24,1,1,4.375,175750,19.0,34.0,0,0,30.0,0,0.0,1.0,2,2,2
2.0,35.0,28.0,162.0,1161.0,33.0,98750,74750,10909,77900,140000,67.0,6,0,360,360,1,2,1,0,5,1,2,48,49,1,1,4.5,140000,11.0,21.0,0,1,0.0,1,0.0,1.0,2,2,2
5.0,14.0,78.0,684.0,1898.0,4.03,81417,57692,8333,63400,151920,80.0,1,0,360,360,1,1,0,0,8,1,4,35,998,1,1,4.75,151920,11.79,21.69,0,1,0.0,1,0.0,0.0,2,5,2
5.0,9.0,58.0,712.0,2988.0,15.44,44778,58916,7183,63900,169900,73.0,1,0,360,360,1,1,1,0,8,1,4,33,998,1,1,4.5,169900,16.53,34.5,0,1,0.0,1,0.0,0.0,2,5,2
5.0,14.0,13.0,714.0,3548.0,4.59,65500,53828,4461,58300,130784,75.35,2,0,360,360,1,1,1,0,8,1,4,44,998,1,1,5.0,131100,18.53,20.41,0,1,0.0,1,0.0,0.0,2,5,2
5.0,14.0,29.0,794.0,3966.0,4.34,65083,55741,6500,61000,124000,80.0,2,0,360,360,1,1,1,0,8,1,4,39,998,1,1,5.0,124000,12.55,24.96,0,1,0.0,1,0.0,0.0,2,5,2
2.0,35.0,90.0,143.0,3209.0,5.0,65703,75749,4743,80800,148000,80.0,1,0,360,360,1,1,1,0,8,2,4,58,998,1,1,4.375,148000,22.0,35.0,0,1,0.0,1,0.0,1.0,2,5,2
5.0,14.0,18.0,143.0,4735.0,0.18,71016,70589,5033,77000,123750,75.0,6,0,360,360,1,1,1,0,8,1,4,31,998,1,1,4.625,123750,18.75,31.5,0,1,0.0,1,0.0,0.0,2,5,2
2.0,35.0,6.0,751.0,3548.0,4.0,69804,72236,9155,73200,163000,76.0,2,0,360,360,1,2,1,0,5,1,2,28,27,1,1,4.375,163000,12.0,34.0,0,1,0.0,0,0.0,1.0,2,2,2
2.0,35.0,34.0,143.0,2618.0,2.0,104737,75749,4117,80800,170000,74.0,1,0,360,360,1,1,1,0,8,1,4,41,998,1,1,4.25,170000,34.0,41.0,0,1,0.0,1,0.0,1.0,2,5,2
2.0,35.0,2.0,34.0,11682.0,2.0,60574,63257,4192,65400,150000,94.0,1,0,360,360,1,1,0,0,8,1,4,28,998,1,1,4.0,150000,23.0,41.0,0,1,30.0,1,0.0,1.0,2,5,2
2.0,14.0,35.0,342.0,6641.0,8.0,108550,72045,7485,77800,135200,80.0,1,0,360,360,1,2,1,0,5,1,2,63,61,1,1,4.625,135200,15.0,27.0,0,0,0.0,1,5.0,1.0,2,2,2
5.0,14.0,23.0,221.0,64.0,52.35,50690,55551,4982,61100,146700,90.0,1,0,360,360,1,1,1,0,8,1,4,49,998,1,1,4.75,146700,20.84,39.26,0,1,25.0,1,0.0,0.0,2,5,2
2.0,35.0,6.0,751.0,3612.0,2.0,86384,72236,3845,73200,138999,80.0,1,0,360,360,1,1,0,0,8,1,4,22,998,1,1,4.0,139200,26.0,33.0,0,1,0.0,1,0.0,1.0,2,5,2
2.0,35.0,86.0,515.0,2625.0,3.0,58190,60549,4577,65400,151000,95.0,1,0,360,360,1,2,0,0,5,1,2,35,34,1,1,4.75,151000,25.0,38.0,0,1,30.0,0,0.0,1.0,2,2,2
2.0,35.0,60.0,128.0,11619.0,2.0,87870,68239,3255,73100,130800,80.0,1,0,360,360,1,1,0,0,8,1,4,27,998,1,1,4.125,130800,27.0,34.0,0,1,0.0,1,0.0,1.0,2,5,2
5.0,22.0,65.0,290.0,11687.0,4.42,55984,65342,5549,70300,144000,90.0,1,0,360,360,1,1,1,0,8,2,4,52,998,1,1,4.875,144000,19.84,25.41,0,1,25.0,1,0.0,0.0,2,5,2
2.0,35.0,60.0,128.0,11612.0,3.0,73000,68239,7032,73100,127991,65.0,6,0,240,240,1,2,1,0,5,1,2,38,37,1,1,4.375,127991,16.0,42.0,0,0,0.0,1,0.0,1.0,2,2,2
5.0,14.0,35.0,342.0,6642.0,34.22,83327,66803,2750,75100,135000,73.0,6,0,240,240,1,1,1,0,8,1,4,48,998,1,1,4.75,135000,40.44,40.44,0,1,0.0,1,6.0,0.0,3,5,2
2.0,35.0,22.0,300.0,8534.0,2.0,68309,60582,3333,65400,140000,80.0,1,0,360,360,1,1,0,0,8,2,4,22,998,1,1,4.125,140000,28.0,30.0,0,1,0.0,1,0.0,1.0,2,5,2
5.0,14.0,55.0,342.0,7718.0,17.33,72772,66803,12629,75100,123000,68.0,6,0,180,180,1,1,1,0,8,1,4,43,998,1,1,4.125,123000,9.13,21.93,0,1,0.0,1,6.0,0.0,3,5,2
5.0,22.0,58.0,446.0,149.0,7.5,70238,53542,5633,58700,166920,99.0,1,1,360,360,1,1,0,0,8,1,4,46,998,1,1,5.75,166920,24.34,41.47,0,1,0.0,1,0.0,0.0,2,5,2
5.0,2.0,11.0,727.0,747.0,60.35,69470,57457,3442,60600,152000,80.0,6,0,360,360,1,1,1,0,8,1,4,76,998,1,1,5.125,152000,30.01,42.71,0,1,0.0,1,0.0,0.0,1,5,2
2.0,35.0,28.0,162.0,1128.0,21.0,64782,74750,7083,77900,152000,80.0,2,0,360,360,1,1,1,0,8,2,4,48,998,1,1,4.5,152000,18.0,29.0,0,1,0.0,1,0.0,1.0,2,5,2
5.0,14.0,27.0,794.0,11490.0,1.56,77674,55741,5642,61000,168000,80.0,6,0,360,360,1,1,1,0,8,1,4,46,998,1,1,4.5,168000,18.78,33.15,0,1,0.0,1,0.0,0.0,3,5,2
5.0,22.0,32.0,19.0,96.0,6.34,61917,53542,6101,58700,142000,93.42,1,0,360,360,1,1,1,0,8,3,4,52,998,1,1,4.875,142000,15.9,24.88,0,1,30.0,1,2.0,0.0,3,5,2
5.0,22.0,15.0,62.0,193.0,16.38,74405,53315,7081,54900,150000,75.0,6,0,360,360,1,1,1,0,8,1,4,50,998,1,1,4.875,150000,16.82,34.9,0,1,0.0,1,0.0,0.0,2,5,2
5.0,17.0,57.0,235.0,2652.0,5.82,71214,61595,3803,65100,170000,63.0,6,0,360,360,1,1,1,0,8,1,4,34,998,1,1,4.625,170000,33.32,41.86,0,1,0.0,1,0.0,0.0,2,5,2
5.0,22.0,2.0,325.0,3273.0,5.61,58967,53542,6609,58700,142000,75.0,6,0,360,360,1,1,1,0,8,1,4,43,998,1,1,4.5,142000,14.51,28.79,0,1,0.0,1,0.0,0.0,2,5,2
2.0,17.0,83.0,607.0,1637.0,19.0,50175,62559,6550,58200,142400,80.0,1,0,360,360,1,2,1,0,5,1,2,23,23,1,1,4.5,142400,15.0,30.0,0,0,0.0,1,2.0,1.0,2,2,2
5.0,14.0,32.0,342.0,5258.0,6.6,66250,66803,7395,75100,140000,72.0,6,0,240,240,1,1,1,0,8,1,4,51,998,1,1,4.5,140000,14.89,40.96,0,1,0.0,1,0.0,0.0,2,5,2
5.0,22.0,37.0,794.0,3144.0,4.88,56958,53542,6121,58700,164000,80.0,6,0,360,360,1,1,1,0,8,3,4,37,998,1,1,4.75,164000,17.8,40.64,0,1,0.0,1,2.0,0.0,2,5,2
2.0,35.0,26.0,162.0,3280.0,3.0,67950,74750,2892,77900,131400,90.0,1,0,360,360,1,2,1,0,5,1,2,26,33,1,1,4.75,131400,33.0,34.0,0,0,25.0,1,0.0,1.0,2,2,2
5.0,22.0,36.0,396.0,801.0,8.73,92333,66143,24689,73900,130000,80.0,1,0,360,360,1,1,1,0,8,1,4,58,998,1,1,4.75,130000,5.75,23.07,0,1,0.0,0,4.0,0.0,2,5,2
5.0,14.0,10.0,422.0,11387.0,9.11,62277,55741,4035,61000,130000,80.0,6,0,240,240,1,1,1,0,8,1,4,47,998,1,1,4.625,130000,25.28,36.31,0,1,0.0,1,0.0,0.0,2,5,2
5.0,14.0,58.0,565.0,11404.0,18.76,55694,55741,4333,61000,140000,80.0,2,0,360,360,1,1,1,0,8,1,4,77,998,1,1,4.75,140000,21.12,21.12,0,1,0.0,1,0.0,0.0,4,5,2
5.0,14.0,78.0,684.0,1898.0,4.03,81417,57692,6406,63400,137000,48.0,6,0,360,360,1,1,1,0,8,2,4,53,998,1,1,5.125,137000,16.61,33.28,0,1,0.0,1,0.0,0.0,2,5,2
5.0,22.0,82.0,706.0,3612.0,8.55,63681,53542,7031,58700,179758,95.0,1,0,360,360,1,1,1,0,8,1,4,29,998,1,1,4.625,180500,16.78,34.72,0,1,30.0,1,0.0,0.0,2,5,2
2.0,46.0,11.0,430.0,3200.0,14.0,68125,63498,4229,68900,158400,80.0,2,0,360,360,1,1,1,0,8,2,4,34,998,1,1,4.625,158400,23.0,24.0,0,1,0.0,1,6.0,1.0,2,5,2
5.0,14.0,91.0,714.0,1830.0,31.32,68892,53828,5830,58300,152000,80.0,2,0,360,360,1,1,1,0,8,1,4,35,998,1,1,4.75,152000,18.49,25.83,0,1,0.0,1,0.0,0.0,2,5,2
5.0,14.0,81.0,794.0,11405.0,1.48,71573,55741,4427,61000,173600,80.0,2,0,360,360,1,1,1,0,8,2,4,28,998,1,1,4.75,173600,24.49,25.06,0,1,0.0,1,0.0,0.0,2,5,2
5.0,22.0,32.0,19.0,96.0,6.34,61917,53542,4191,58700,144000,80.0,1,0,360,360,1,1,1,0,8,3,4,25,998,1,1,4.875,144000,24.8,33.17,0,1,0.0,1,0.0,0.0,2,5,2
2.0,14.0,6.0,342.0,10276.0,11.0,132734,72045,4040,77800,141309,69.0,2,0,360,360,1,1,1,0,8,2,4,56,998,1,1,4.375,141500,25.0,41.0,0,1,0.0,1,6.0,1.0,2,5,2
5.0,14.0,53.0,68.0,11350.0,4.75,62241,55741,5000,61000,159920,80.0,1,0,360,360,1,1,1,0,8,3,4,44,998,1,1,5.0,159920,19.84,39.14,0,1,0.0,1,0.0,0.0,3,5,2
5.0,14.0,50.0,140.0,3761.0,23.13,87101,64075,3416,69400,158700,74.0,6,0,360,360,1,1,1,0,8,2,4,42,998,1,1,5.375,158700,32.85,34.87,0,1,0.0,1,0.0,0.0,2,5,2
2.0,14.0,39.0,664.0,11614.0,5.0,75263,60522,12233,64500,159076,70.0,2,0,360,360,1,2,1,0,5,1,2,63,66,1,1,4.125,159300,9.0,13.0,0,1,0.0,1,0.0,1.0,2,2,2
5.0,22.0,53.0,200.0,9859.0,4.49,81181,76739,9011,83200,145370,56.0,1,0,360,360,1,1,1,0,8,1,4,65,998,1,1,4.875,145370,10.28,24.78,0,1,0.0,1,0.0,0.0,2,5,2
5.0,14.0,23.0,221.0,157.0,6.2,63452,55551,4160,61100,124000,78.0,6,0,360,360,1,1,1,0,8,1,4,48,998,1,1,4.75,124000,20.49,35.19,0,1,0.0,1,0.0,0.0,2,5,2
2.0,35.0,24.0,162.0,1686.0,9.0,83393,74750,5893,77900,125811,70.0,2,0,360,360,1,1,1,0,8,2,4,40,998,1,1,4.125,126000,18.0,28.0,0,1,0.0,1,6.0,1.0,2,5,2
5.0,14.0,22.0,358.0,11409.0,4.63,59091,55741,4792,61000,126799,80.0,1,0,360,360,1,1,1,0,8,2,4,55,998,1,1,4.625,126799,17.78,42.49,0,1,0.0,1,0.0,0.0,2,5,2
2.0,35.0,60.0,128.0,11619.0,2.0,87870,68239,4751,73100,129900,77.0,1,0,240,240,1,1,0,0,8,1,4,22,998,1,1,4.25,129900,22.0,22.0,0,1,0.0,1,0.0,1.0,2,5,2
2.0,35.0,21.0,149.0,5939.0,20.0,153750,69998,12596,73700,168000,80.0,1,0,360,360,1,2,0,0,5,1,2,29,29,1,1,4.5,168000,12.0,16.0,0,1,0.0,1,0.0,1.0,2,2,2
2.0,35.0,34.0,143.0,2879.0,20.0,131250,75749,8856,80800,126825,57.0,6,0,360,360,1,2,1,0,5,1,2,47,47,1,1,4.25,127000,12.0,25.0,0,0,0.0,1,0.0,1.0,2,2,2
5.0,22.0,13.0,519.0,169.0,11.27,89628,57640,10270,60800,172125,85.0,1,0,360,360,1,1,1,0,8,1,4,28,998,1,1,4.875,172125,11.79,18.98,0,1,12.0,1,0.0,0.0,2,5,2
5.0,22.0,13.0,519.0,85.0,33.07,61250,57640,6298,60800,130000,50.0,1,0,360,360,1,1,1,0,8,1,4,57,998,1,1,4.875,130000,15.12,28.52,0,1,0.0,1,0.0,0.0,2,5,2
2.0,35.0,34.0,143.0,1285.0,38.0,60104,75749,9323,80800,159920,80.0,1,0,360,360,1,2,0,0,5,2,1,29,28,1,1,4.125,159920,11.0,22.0,0,1,0.0,1,0.0,1.0,2,2,2
5.0,14.0,56.0,577.0,2651.0,12.21,64154,55741,3987,61000,144000,86.0,2,0,360,360,1,1,1,0,8,1,4,22,998,1,1,4.625,144000,27.98,40.58,0,1,25.0,1,0.0,0.0,2,5,2
2.0,35.0,34.0,143.0,1285.0,38.0,60104,75749,7157,80800,163200,80.0,1,0,360,360,1,1,1,0,8,2,4,40,998,1,1,4.375,163200,16.0,19.0,0,1,0.0,1,0.0,1.0,2,5,2
2.0,35.0,22.0,300.0,9061.0,2.0,70000,60582,5190,65400,168000,71.0,1,0,360,360,1,1,1,0,8,1,4,40,998,1,1,4.25,168000,19.0,22.0,0,1,0.0,1,0.0,1.0,2,5,2
2.0,35.0,15.0,143.0,3589.0,8.0,86361,75749,5817,80800,143500,70.0,6,0,360,360,1,2,1,0,5,1,2,27,27,1,1,4.5,143500,19.0,32.0,0,0,0.0,1,0.0,1.0,2,2,2
